inputNum,beerNum,RecipeName,MashStep,HeatSource,TargetTemp,Time
80720,211391,Harris(ais)on,Beta-Glucan Rest,Infusion,"
149.0
°F
",30 min
80721,211391,Harris(ais)on,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80722,211401,Yinzer Grisette (Saison),Saccharification Rest,Infusion,"
146.0
°F
",60 min
80723,211401,Yinzer Grisette (Saison),Mash-Out,Decoction,"
156.0
°F
",20 min
80724,211408,Pallbearer Imperial Porter,Saccharification Rest,Decoction,"
154.0
°F
",90 min
80725,211413,Turkey Trail Pale Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80726,211415,Kolschy pale,Saccharification Rest,Direct Heat,"
149.0
°F
",60 min
80727,211419,Dirty Thirty Session,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80728,211419,Dirty Thirty Session,Mash-Out,Direct Heat,"
170.0
°F
",15 min
80729,211422,Pliny the Elder,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80730,211422,Pliny the Elder,Mash-Out,Infusion,"
170.0
°F
",20 min
80731,211440,Mountaintop Saison,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80732,211453,Ron's Dunkel,Mash-Out,Direct Heat,"
150.0
°F
",30 min
80733,211464,Saison,Saccharification Rest,Infusion,"
147.0
°F
",75 min
80734,211464,Saison,Mash-Out,Infusion,"
167.0
°F
",15 min
80735,211466,t monk,Saccharification Rest,Decoction,"
151.0
°F
",90 min
80736,211488,optimal kolsh,Saccharification Rest,Infusion,"
147.0
°F
",90 min
80737,211491,American Amber Ale,Saccharification Rest,Infusion,"
153.0
°F
",90 min
80738,211497,Imperial Rye IPA,Beta-Glucan Rest,Decoction,"
130.0
°F
",20 min
80739,211497,Imperial Rye IPA,Saccharification Rest,Decoction,"
155.0
°F
",60 min
80740,211499,Anchor Steam ,Saccharification Rest,Direct Heat,"
152.0
°F
",90 min
80741,211499,Anchor Steam ,Mash-Out,Direct Heat,"
170.0
°F
",15 min
80742,211500,Unbrewed Imperial Stout,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80743,211506,Oktoberfest 2014,Saccharification Rest,Decoction,"
149.0
°F
",60 min
80744,211513,"Midnight Harvest, Pumpkin ale(MIAB)",Saccharification Rest,Infusion,"
154.0
°F
",60 min
80745,211516,Surf n suds saison,Saccharification Rest,Infusion,"
148.0
°F
",60 min
80746,211523,the bloody nine,Saccharification Rest,Infusion,"
151.0
°F
",60 min
80747,211528,American IPA,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80748,211528,American IPA,Mash-Out,Infusion,"
170.0
°F
",10 min
80749,211530,Export India Porter,Saccharification Rest,Infusion,"
68.0
°C
",60 min
80750,211537,3* Joe's Bees Honey Ale,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80751,211538,Summer Strawberry Kolsch; all grain; brew #50; all grain #18,Mash-Out,Infusion,"
149.0
°F
",60 min
80752,211551,Citra Blonde Clone,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80753,211552,"Russian River Brewing ""Pliny the Elder"" ",Saccharification Rest,Infusion,"
151.0
°F
",60 min
80754,211561,Buckwheat Sour,Protein Rest,Decoction,"
125.0
°F
",15 min
80755,211561,Buckwheat Sour,Saccharification Rest,Decoction,"
149.0
°F
",45 min
80756,211566,Phuk Yue,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80757,211566,Phuk Yue,Mash-Out,Infusion,"
152.0
°F
",30 min
80758,211567,Witwine,Acid Rest,Decoction,"
151.0
°F
",60 min
80759,211576,Somewhere Down in TX,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80760,211576,Somewhere Down in TX,Mash-Out,Infusion,"
170.0
°F
",15 min
80761,211578,Cross-Continental IPA,Saccharification Rest,Infusion,"
152.0
°F
",45 min
80762,211580,#20 Märzen,Protein Rest,Direct Heat,"
54.0
°C
",30 min
80763,211580,#20 Märzen,Beta-Glucan Rest,Decoction,"
64.0
°C
",30 min
80764,211580,#20 Märzen,Saccharification Rest,Decoction,"
69.0
°C
",15 min
80765,211580,#20 Märzen,Mash-Out,Decoction,"
72.0
°C
",0 min
80766,211584,Zoe Birthday,Saccharification Rest,Decoction,"
152.0
°F
",60 min
80767,211588,Belgian Pale,Saccharification Rest,Infusion,"
149.0
°F
",60 min
80768,211591,Ctl Alt Del,Protein Rest,Direct Heat,"
129.0
°F
",10 min
80769,211591,Ctl Alt Del,Saccharification Rest,Infusion,"
145.0
°F
",25 min
80770,211591,Ctl Alt Del,Saccharification Rest,Infusion,"
156.0
°F
",35 min
80771,211591,Ctl Alt Del,Mash-Out,Direct Heat,"
168.0
°F
",10 min
80772,211600,Rye-PA,Saccharification Rest,Decoction,"
156.0
°F
",60 min
80773,211602,Ryed IPA,Saccharification Rest,Infusion,"
151.0
°F
",75 min
80774,211602,Ryed IPA,Mash-Out,Infusion,"
165.0
°F
",10 min
80775,211604,Big Sound,Saccharification Rest,Infusion,"
68.0
°C
",90 min
80776,211604,Big Sound,Mash-Out,Direct Heat,"
80.0
°C
",20 min
80777,211608,Investigation: Galaxy,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80778,211615,Megera,Acid Rest,Infusion,"
24.0
°F
",60 min
80779,211615,Megera,Acid Rest,Infusion,"
27.0
°F
",30 min
80780,211616,Megera,Acid Rest,Infusion,"
24.0
°F
",60 min
80781,211616,Megera,Acid Rest,Infusion,"
27.0
°F
",30 min
80782,211617,Saison 'Merican,Saccharification Rest,Infusion,"
148.0
°F
",75 min
80783,211618,McLean's Scotch Ale,Saccharification Rest,Infusion,"
68.0
°C
",60 min
80784,211620,Ephemeral Cranberry Wit (Sui Generis),Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
80785,211624,showtime rye-p-a,Saccharification Rest,Decoction,"
152.0
°F
",70 min
80786,211626,SpaceWhale 3 (Lower AA Hops),Protein Rest,Infusion,"
148.0
°F
",90 min
80787,211626,SpaceWhale 3 (Lower AA Hops),Mash-Out,Decoction,"
165.0
°F
",10 min
80788,211633,Black IPA#1,Saccharification Rest,Direct Heat,"
68.0
°C
",60 min
80789,211637,P'tite saison,Acid Rest,Direct Heat,"
112.0
°F
",15 min
80790,211637,P'tite saison,Saccharification Rest,Decoction,"
156.0
°F
",60 min
80791,211637,P'tite saison,Mash-Out,Decoction,"
172.0
°F
",15 min
80792,211642,1st all in,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80793,211648,SNPA Clone w.o. Magnum,Maltose Rest,Infusion,"
67.0
°C
",60 min
80794,211648,SNPA Clone w.o. Magnum,Saccharification Rest,Infusion,"
78.0
°C
",10 min
80795,211650,Citra Heaven,Saccharification Rest,Infusion,"
64.0
°C
",60 min
80796,211650,Citra Heaven,Mash-Out,Infusion,"
77.0
°C
",0 min
80797,211658,Abe Ale,Acid Rest,Decoction,"
154.0
°F
",60 min
80798,211659,#238 Freedom Pale Ale,Saccharification Rest,Infusion,"
155.0
°F
",60 min
80799,211668,Thanksgivingfest,Saccharification Rest,Direct Heat,"
153.0
°F
",60 min
80800,211670,Moteuka IPA ,Saccharification Rest,Infusion,"
150.0
°F
",75 min
80801,211672,Irish Ale,Saccharification Rest,Direct Heat,"
153.0
°F
",60 min
80802,211672,Irish Ale,Mash-Out,Direct Heat,"
170.0
°F
",10 min
80803,211674,Ommegose,Acid Rest,Infusion,"
45.0
°C
",5 min
80804,211674,Ommegose,Saccharification Rest,Direct Heat,"
65.0
°C
",60 min
80805,211674,Ommegose,Saccharification Rest,Direct Heat,"
65.0
°C
",45 min
80806,211674,Ommegose,Mash-Out,Direct Heat,"
77.0
°C
",5 min
80807,211676,Belgian IPA #22,Maltose Rest,Direct Heat,"
64.0
°C
",60 min
80808,211676,Belgian IPA #22,Dextrinization Rest,Direct Heat,"
72.0
°C
",15 min
80809,211676,Belgian IPA #22,Mash-Out,Direct Heat,"
76.0
°C
",5 min
80810,211677,Here Gose Nothing,Saccharification Rest,Infusion,"
149.0
°F
",75 min
80811,211680,#26 – Hel-hvete,Maltose Rest,Decoction,"
73.0
°C
",30 min
80812,211680,#26 – Hel-hvete,Mash-Out,Decoction,"
77.0
°C
",10 min
80813,211680,#26 – Hel-hvete,Beta-Glucan Rest,Decoction,"
62.0
°C
",15 min
80814,211680,#26 – Hel-hvete,Dextrinization Rest,Decoction,"
67.0
°C
",30 min
80815,211683,Brewers Nut Brown - 1 gal.,Saccharification Rest,Infusion,"
156.0
°F
",60 min
80816,211684,Christmas Ale,Saccharification Rest,Infusion,"
67.0
°C
",60 min
80817,211699,Rye Saison,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80818,211702,blueberry wheat,Saccharification Rest,Infusion,"
152.0
°F
",75 min
80819,211702,blueberry wheat,Mash-Out,Infusion,"
170.0
°F
",15 min
80820,211714,Oh Mild 1G,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80821,211714,Oh Mild 1G,Mash-Out,Infusion,"
168.0
°F
",15 min
80822,211718,#16 enkel biter AG,Saccharification Rest,Infusion,"
151.0
°F
",60 min
80823,211720,Dinosaur Bones,Saccharification Rest,Decoction,"
152.0
°F
",60 min
80824,211722,Founders Centennial IPA Clone,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80825,211722,Founders Centennial IPA Clone,Mash-Out,Direct Heat,"
170.0
°F
",10 min
80826,211734,"Ubik's Table Beer, Mk. II",Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
80827,211734,"Ubik's Table Beer, Mk. II",Mash-Out,Direct Heat,"
170.0
°F
",10 min
80828,211738,Haymaker Okoberfest,Saccharification Rest,Infusion,"
152.0
°F
",70 min
80829,211738,Haymaker Okoberfest,Mash-Out,Infusion,"
170.0
°F
",10 min
80830,211740,Anderson Lite,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80831,211746,Firestone Walker Wookey Jack,Saccharification Rest,Infusion,"
147.0
°F
",60 min
80832,211746,Firestone Walker Wookey Jack,Saccharification Rest,Direct Heat,"
155.0
°F
",10 min
80833,211746,Firestone Walker Wookey Jack,Mash-Out,Infusion,"
168.0
°F
",10 min
80834,211747,Medeno pivo aka Stavški Čmrlj,Saccharification Rest,Infusion,"
68.0
°C
",35 min
80835,211747,Medeno pivo aka Stavški Čmrlj,Dextrinization Rest,Infusion,"
72.0
°C
",35 min
80836,211747,Medeno pivo aka Stavški Čmrlj,Mash-Out,Infusion,"
75.0
°C
",10 min
80837,211750,BeerCo | Anchor Me | Steam Ale,Acid Rest,Infusion,"
67.0
°C
",60 min
80838,211765,BRO Bohemian,Saccharification Rest,Infusion,"
64.0
°C
",75 min
80839,211766,dotted sow,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80840,211767,Epic Clone,Protein Rest,Decoction,"
67.0
°C
",60 min
80841,211773,Vermont Sunshine II,Acid Rest,Decoction,"
152.0
°F
",45 min
80842,211781,Ancient Brain,Saccharification Rest,Infusion,"
158.0
°F
",60 min
80843,211784,Late Hop Ale #2,Saccharification Rest,Infusion,"
67.0
°C
",60 min
80844,211785,Buurman Helles,Acid Rest,Direct Heat,"
50.0
°C
",30 min
80845,211785,Buurman Helles,Protein Rest,Direct Heat,"
60.0
°C
",30 min
80846,211785,Buurman Helles,Saccharification Rest,Direct Heat,"
70.0
°C
",30 min
80847,211785,Buurman Helles,Mash-Out,Direct Heat,"
75.0
°C
",15 min
80848,211794,Black IPA,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80849,211801,Pass the Pepper,Protein Rest,Decoction,"
140.0
°F
",40 min
80850,211801,Pass the Pepper,Saccharification Rest,Decoction,"
154.0
°F
",35 min
80851,211801,Pass the Pepper,Mash-Out,Decoction,"
170.0
°F
",10 min
80852,211829,Fourth Trip,Saccharification Rest,Infusion,"
155.0
°F
",40 min
80853,211829,Fourth Trip,Mash-Out,Infusion,"
168.0
°F
",20 min
80854,211831,Doodle Face 2,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80855,211838,Tsar Bomba,Saccharification Rest,Infusion,"
66.0
°C
",90 min
80856,211838,Tsar Bomba,Mash-Out,Direct Heat,"
78.0
°C
",30 min
80857,211842,Hoppy Bday session,Saccharification Rest,Direct Heat,"
145.0
°F
",60 min
80858,211842,Hoppy Bday session,Mash-Out,Direct Heat,"
155.0
°F
",10 min
80859,211844,BCS Janet's Brown,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80860,211848,Dunkelweizen,Acid Rest,Infusion,"
43.0
°C
",30 min
80861,211848,Dunkelweizen,Protein Rest,Infusion,"
52.0
°C
",10 min
80862,211848,Dunkelweizen,Saccharification Rest,Decoction,"
64.0
°C
",40 min
80863,211848,Dunkelweizen,Mash-Out,Decoction,"
72.0
°C
",10 min
80864,211849,Bitter Bliss,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80865,211849,Bitter Bliss,Mash-Out,Direct Heat,"
168.0
°F
",5 min
80866,211863,strawberry wheat,Saccharification Rest,Infusion,"
152.0
°F
",75 min
80867,211863,strawberry wheat,Mash-Out,Infusion,"
170.0
°F
",10 min
80868,211872,The Drip,Saccharification Rest,Infusion,"
155.0
°F
",45 min
80869,211875,Saison No.1 (Watermelon),Beta-Glucan Rest,Infusion,"
149.0
°F
",60 min
80870,211875,Saison No.1 (Watermelon),Mash-Out,Direct Heat,"
170.0
°F
",10 min
80871,211891,Wheat Beer Ryan,Maltose Rest,Decoction,"
138.0
°F
",30 min
80872,211891,Wheat Beer Ryan,Saccharification Rest,Decoction,"
152.0
°F
",40 min
80873,211891,Wheat Beer Ryan,Mash-Out,Decoction,"
170.0
°F
",10 min
80874,211891,Wheat Beer Ryan,Protein Rest,Infusion,"
122.0
°F
",10 min
80875,211893,Rauchtoberfest Smoked Marzen,Saccharification Rest,Decoction,"
152.0
°F
",90 min
80876,211898,Barrel Project Belgian Dubbel,Saccharification Rest,Infusion,"
149.0
°F
",60 min
80877,211898,Barrel Project Belgian Dubbel,Saccharification Rest,Infusion,"
162.0
°F
",10 min
80878,211898,Barrel Project Belgian Dubbel,Mash-Out,Infusion,"
170.0
°F
",10 min
80879,211903,#17 fustillarian rye saison,Saccharification Rest,Infusion,"
152.0
°F
",90 min
80880,211906,GlassBelly Große Kölsch,Saccharification Rest,Direct Heat,"
145.0
°F
",15 min
80881,211906,GlassBelly Große Kölsch,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
80882,211910,Dad's ipa,Acid Rest,Decoction,"
152.0
°F
",60 min
80883,211911,My Dentist's Name is Vienna,Saccharification Rest,Infusion,"
151.0
°F
",90 min
80884,211911,My Dentist's Name is Vienna,Mash-Out,Infusion,"
170.0
°F
",30 min
80885,211914,Brewery - Saison,Maltose Rest,Infusion,"
64.0
°C
",90 min
80886,211921,#6 rampallian sour red,Saccharification Rest,Infusion,"
151.0
°F
",75 min
80887,211925,1554 Clone - Version 1,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80888,211925,1554 Clone - Version 1,Mash-Out,Infusion,"
175.0
°F
",15 min
80889,211926,Sam Adams Clone,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80890,211928,Sunporch Hefe-AG1,Acid Rest,Direct Heat,"
122.0
°F
",20 min
80891,211928,Sunporch Hefe-AG1,Beta-Glucan Rest,Direct Heat,"
140.0
°F
",30 min
80892,211928,Sunporch Hefe-AG1,Saccharification Rest,Direct Heat,"
155.0
°F
",30 min
80893,211928,Sunporch Hefe-AG1,Mash-Out,Direct Heat,"
168.0
°F
",1 min
80894,211930,SMALL BALL 10 gal AG,Saccharification Rest,Decoction,"
158.0
°F
",15 min
80895,211930,SMALL BALL 10 gal AG,Mash-Out,Decoction,"
170.0
°F
",0 min
80896,211933,Lagunitas IPA Attempt,Saccharification Rest,Infusion,"
151.0
°F
",90 min
80897,211941,Ugly Truck ESB,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80898,211942,1554 Recipe - Version 2,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80899,211942,1554 Recipe - Version 2,Mash-Out,Infusion,"
175.0
°F
",15 min
80900,211948,Pumpkin & Buscuit,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80901,211952,IPx2,Acid Rest,Infusion,"
154.0
°F
",60 min
80902,211956,All Grain Oatmeal Stout,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80903,211957,IP-eh,Beta-Glucan Rest,Direct Heat,"
154.0
°F
",60 min
80904,211959,Sly Fox - Rare Vos Clone,Saccharification Rest,Decoction,"
154.0
°F
",60 min
80905,211959,Sly Fox - Rare Vos Clone,Mash-Out,Decoction,"
164.0
°F
",15 min
80906,211976,Dead Simple Stout,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80907,211978,Florida Weisse,Protein Rest,Direct Heat,"
130.0
°F
",30 min
80908,211978,Florida Weisse,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80909,211979,Janet's Brown Ale,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80910,211980,Plinius Hopus ,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80911,211982,Cranky Monster,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80912,211984,Conan Juice,Saccharification Rest,Infusion,"
151.0
°F
",60 min
80913,211989,KPA ...,Saccharification Rest,Infusion,"
67.5
°C
",60 min
80914,212000,Porter avena,Beta-Glucan Rest,Direct Heat,"
63.0
°C
",60 min
80915,212000,Porter avena,Dextrinization Rest,Direct Heat,"
72.0
°C
",10 min
80916,212000,Porter avena,Mash-Out,Direct Heat,"
90.0
°C
",2 min
80917,212021,Brew 06 - Hooblon,Saccharification Rest,Direct Heat,"
67.0
°C
",75 min
80918,212026,Brew 05 - CCA IPA,Saccharification Rest,Direct Heat,"
67.0
°C
",70 min
80919,212028,Brew 04 - Rye Right,Saccharification Rest,Direct Heat,"
67.0
°C
",70 min
80920,212029,# 88 CLASSIC AMERICAN PILSNER--ZAINASHEFF RECIPE,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80921,212029,# 88 CLASSIC AMERICAN PILSNER--ZAINASHEFF RECIPE,Mash-Out,Direct Heat,"
168.0
°F
",10 min
80922,212032,Old Smithwich II,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80923,212033,English Mild,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80924,212035,Nicie Spicie Clone,Saccharification Rest,Infusion,"
153.0
°F
",60 min
80925,212043,Floral/Fruity IPA,Saccharification Rest,Direct Heat,"
151.0
°F
",60 min
80926,212043,Floral/Fruity IPA,Mash-Out,Infusion,"
169.0
°F
",10 min
80927,212044,Present Tense Fuller's ESB clone,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
80928,212048,Berliner Weisse,Saccharification Rest,Decoction,"
148.0
°F
",45 min
80929,212050,CLONE : Lagunitas Maximus ,Saccharification Rest,Infusion,"
156.0
°F
",90 min
80930,212051,Easy Wit,Beta-Glucan Rest,Direct Heat,"
113.0
°F
",10 min
80931,212051,Easy Wit,Protein Rest,Direct Heat,"
122.0
°F
",10 min
80932,212051,Easy Wit,Saccharification Rest,Direct Heat,"
152.0
°F
",20 min
80933,212051,Easy Wit,Mash-Out,Direct Heat,"
212.0
°F
",20 min
80934,212051,Easy Wit,Mash-Out,Infusion,"
170.0
°F
",10 min
80935,212054,REDical Wheat 1G,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80936,212054,REDical Wheat 1G,Mash-Out,Infusion,"
168.0
°F
",15 min
80937,212060,West Coast IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80938,212070,Hefeweizen,Acid Rest,Infusion,"
110.0
°F
",20 min
80939,212070,Hefeweizen,Saccharification Rest,Infusion,"
153.0
°F
",60 min
80940,212072,SMaSH IPA,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80941,212081,2* Nelson Pale Ale,Saccharification Rest,Infusion,"
155.0
°F
",50 min
80942,212084,Corazón 1.2,Saccharification Rest,Infusion,"
153.0
°F
",90 min
80943,212086,Rye Saison,Saccharification Rest,Infusion,"
148.0
°F
",60 min
80944,212094,Jamil's Hoopy Hoppy IPA,Saccharification Rest,Infusion,"
149.0
°F
",90 min
80945,212095,Black IPA,Saccharification Rest,Infusion,"
67.0
°C
",60 min
80946,212095,Black IPA,Mash-Out,Infusion,"
77.0
°C
",5 min
80947,212097,Alt #1,Saccharification Rest,Direct Heat,"
155.0
°F
",60 min
80948,212100,Crazy IPA,Maltose Rest,Direct Heat,"
68.0
°C
",60 min
80949,212100,Crazy IPA,Mash-Out,Decoction,"
90.0
°C
",2 min
80950,212112,Bday Brew 2 session,Saccharification Rest,Direct Heat,"
145.0
°F
",60 min
80951,212112,Bday Brew 2 session,Mash-Out,Direct Heat,"
155.0
°F
",10 min
80952,212116,honey peach,Maltose Rest,Infusion,"
156.0
°F
",60 min
80953,212116,honey peach,Mash-Out,Infusion,"
168.0
°F
",10 min
80954,212132,Nouvelle Saison,Saccharification Rest,Infusion,"
146.0
°F
",60 min
80955,212132,Nouvelle Saison,Saccharification Rest,Direct Heat,"
158.0
°F
",30 min
80956,212144,#8 scrumpkin,Saccharification Rest,Direct Heat,"
156.0
°F
",60 min
80957,212151,American Wheat,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80958,212154,Belma Peppercorn,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80959,212154,Belma Peppercorn,Mash-Out,Infusion,"
170.0
°F
",15 min
80960,212155,20151204 my weizen ,Beta-Glucan Rest,Direct Heat,"
43.0
°C
",10 min
80961,212155,20151204 my weizen ,Protein Rest,Direct Heat,"
55.0
°C
",20 min
80962,212155,20151204 my weizen ,Saccharification Rest,Direct Heat,"
68.0
°C
",90 min
80963,212155,20151204 my weizen ,Mash-Out,Direct Heat,"
78.0
°C
",15 min
80964,212157,Dave's 50 something...,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80965,212157,Dave's 50 something...,Mash-Out,Infusion,"
170.0
°F
",30 min
80966,212169,Hoegaarden White,Protein Rest,Infusion,"
122.0
°F
",30 min
80967,212169,Hoegaarden White,Saccharification Rest,Infusion,"
150.0
°F
",60 min
80968,212169,Hoegaarden White,Mash-Out,Infusion,"
167.0
°F
",10 min
80969,212176,Czarry Night,Saccharification Rest,Decoction,"
154.0
°F
",60 min
80970,212177,Nature's Window,Saccharification Rest,Infusion,"
154.0
°F
",60 min
80971,212177,Nature's Window,Mash-Out,Infusion,"
170.0
°F
",10 min
80972,212183,Suck My Fuck IPA,Acid Rest,Decoction,"
155.0
°F
",60 min
80973,212188,Oktoberfest,Saccharification Rest,Infusion,"
151.0
°F
",60 min
80974,212191,Simply Cedar IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
80975,212197,something anything,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80976,212202,Grapefruit du Saison,Acid Rest,Infusion,"
153.0
°F
",60 min
80977,212204,Clean Wolf,Beta-Glucan Rest,Infusion,"
152.0
°F
",60 min
80978,212219,NOBLE PILS,Saccharification Rest,Infusion,"
153.0
°F
",90 min
80979,212219,NOBLE PILS,Mash-Out,Direct Heat,"
168.0
°F
",10 min
80980,212222,Saison Rue,Saccharification Rest,Infusion,"
146.0
°F
",60 min
80981,212222,Saison Rue,Dextrinization Rest,Infusion,"
158.0
°F
",30 min
80982,212227,Colin's Wit Cask,Beta-Glucan Rest,Infusion,"
61.0
°C
",45 min
80983,212227,Colin's Wit Cask,Saccharification Rest,Infusion,"
63.0
°C
",8 min
80984,212227,Colin's Wit Cask,Saccharification Rest,Decoction,"
66.0
°C
",47 min
80985,212228,Wheat IPA (Jamil's),Saccharification Rest,Infusion,"
149.0
°F
",60 min
80986,212229,Little Sumpin' Like Sumpin',Saccharification Rest,Infusion,"
152.0
°F
",45 min
80987,212234,Weiss Guy,Saccharification Rest,Direct Heat,"
148.0
°F
",60 min
80988,212248,Haphazard Ale,Saccharification Rest,Decoction,"
148.0
°F
",75 min
80989,212251,Comeback IPA,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
80990,212251,Comeback IPA,Mash-Out,Direct Heat,"
168.0
°F
",15 min
80991,212263,Joppa Stout,Saccharification Rest,Infusion,"
65.0
°C
",60 min
80992,212266,Kid Dynamite,Saccharification Rest,Infusion,"
68.0
°C
",60 min
80993,212272,Hoe cloe,Acid Rest,Decoction,"
78.0
°C
",90 min
80994,212280,Trip Trap,Acid Rest,Infusion,"
35.0
°C
",15 min
80995,212280,Trip Trap,Protein Rest,Infusion,"
50.0
°C
",15 min
80996,212280,Trip Trap,Beta-Glucan Rest,Infusion,"
55.0
°C
",15 min
80997,212280,Trip Trap,Saccharification Rest,Infusion,"
64.0
°C
",90 min
80998,212280,Trip Trap,Mash-Out,Infusion,"
76.0
°C
",15 min
80999,212288,Hoppy elderflower lager,Saccharification Rest,Infusion,"
67.2
°C
",60 min
81000,212290,House special with munich,Dextrinization Rest,Decoction,"
154.0
°F
",90 min
81001,212316,Peach Panty Dropper,Acid Rest,Decoction,"
121.0
°F
",20 min
81002,212325,Pulp Free IPA,Protein Rest,Infusion,"
132.0
°F
",20 min
81003,212325,Pulp Free IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
81004,212325,Pulp Free IPA,Saccharification Rest,Infusion,"
160.0
°F
",30 min
81005,212325,Pulp Free IPA,Mash-Out,Direct Heat,"
170.0
°F
",10 min
81006,212328,Pliny The Elder,Saccharification Rest,Direct Heat,"
148.0
°F
",80 min
81007,212328,Pliny The Elder,Mash-Out,Infusion,"
168.0
°F
",5 min
81008,212348,Little Sumpin' Ale Clone,Acid Rest,Decoction,"
152.0
°F
",60 min
81009,212377,Hefeweizen,Protein Rest,Infusion,"
122.0
°F
",30 min
81010,212377,Hefeweizen,Saccharification Rest,Infusion,"
150.0
°F
",60 min
81011,212377,Hefeweizen,Mash-Out,Infusion,"
167.0
°F
",15 min
81012,212380,american coffee stout,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
81013,212393,NorthBrew IPA,Saccharification Rest,Infusion,"
68.0
°C
",60 min
81014,212408,Zac's Pale,Saccharification Rest,Infusion,"
68.0
°C
",60 min
81015,212408,Zac's Pale,Mash-Out,Infusion,"
73.0
°C
",15 min
81016,212410,far can gold,Saccharification Rest,Infusion,"
67.0
°C
",60 min
81017,212414,Mosaic SMaSH,Saccharification Rest,Infusion,"
152.0
°F
",60 min
81018,212414,Mosaic SMaSH,Mash-Out,Infusion,"
168.0
°F
",10 min
81019,212416,Pijao Mokka 4%,Protein Rest,Direct Heat,"
40.0
°C
",30 min
81020,212416,Pijao Mokka 4%,Saccharification Rest,Direct Heat,"
60.0
°C
",60 min
81021,212416,Pijao Mokka 4%,Mash-Out,Direct Heat,"
70.0
°C
",20 min
81022,212418,MetaBlond,Saccharification Rest,Decoction,"
65.0
°C
",45 min
81023,212418,MetaBlond,Mash-Out,Decoction,"
72.0
°C
",15 min
81024,212420,You're In You're Out Czech Pilsner,Protein Rest,Decoction,"
127.0
°F
",30 min
81025,212420,You're In You're Out Czech Pilsner,Saccharification Rest,Decoction,"
155.0
°F
",45 min
81026,212420,You're In You're Out Czech Pilsner,Mash-Out,Decoction,"
170.0
°F
",15 min
81027,212422,MarzenBand,Saccharification Rest,Infusion,"
155.0
°F
",60 min
81028,212424,E.S.Blueberry,Saccharification Rest,Infusion,"
148.0
°F
",60 min
81029,212424,E.S.Blueberry,Mash-Out,Infusion,"
170.0
°F
",15 min
81030,212425,Throw together PA,Protein Rest,Direct Heat,"
124.0
°F
",30 min
81031,212425,Throw together PA,Mash-Out,Direct Heat,"
180.0
°F
",10 min
81032,212434,simple hefeweizen,Saccharification Rest,Infusion,"
152.0
°F
",60 min
81033,212441,150208 Punk IPA Clone,Protein Rest,Direct Heat,"
50.0
°C
",15 min
81034,212441,150208 Punk IPA Clone,Saccharification Rest,Direct Heat,"
63.0
°C
",60 min
